class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat,stalk-root-null,cluster
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,x,s,g,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,s,g,False,4
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,g,False,1
e,f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,k,y,d,False,0
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,False,1
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,v,d,False,0
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,p,False,1
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d,False,0
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,False,0
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,p,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,d,False,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,False,0
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,p,False,1
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,y,d,False,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,False,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,False,0
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,p,False,1
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,v,d,False,5
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,d,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,p,False,1
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,False,1
e,x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,False,5
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,False,5
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,g,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,d,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,p,False,1
p,x,y,e,f,y,f,c,n,b,t,b,k,s,w,w,w,o,e,w,v,p,True,3
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,p,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,g,False,1
p,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,n,v,d,False,4
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,g,False,1
p,f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,w,o,p,h,s,g,False,4
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,d,False,1
p,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,s,d,False,4
p,x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,False,1
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,v,d,False,0
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,g,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,False,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,False,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,d,False,1
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d,False,0
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,p,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,d,False,1
p,x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d,False,4
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,d,False,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,v,d,False,0
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,s,d,False,4
p,x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,d,False,1
p,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,n,v,d,False,4
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,d,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,p,False,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,False,0
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,p,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,p,False,1
p,x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,n,s,d,False,4
p,x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,v,d,False,4
e,x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,False,5
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,g,False,1
e,f,f,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,False,0
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,False,0
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,d,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,g,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,d,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,p,False,1
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,False,0
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,p,False,1
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,p,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,p,False,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,v,d,False,0
e,f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d,False,0
p,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,g,False,1
e,f,y,u,f,n,f,c,n,h,e,b,s,f,w,w,w,o,f,h,y,d,True,0
e,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d,False,0
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,g,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,d,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,p,False,1
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,d,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,p,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,p,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,p,False,1
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,False,5
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,d,False,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d,False,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,d,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,d,False,1
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,False,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d,False,0
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,g,False,1
e,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,v,d,False,5
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,False,0
p,f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,p,False,1
p,x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,w,o,p,k,v,d,False,4
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,d,False,1
p,x,y,e,f,y,f,c,n,b,t,b,k,s,p,p,w,o,e,w,v,d,True,3
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,p,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,d,False,1
e,f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,n,y,d,False,0
p,x,y,n,f,f,f,c,n,b,t,b,s,s,p,p,w,o,e,w,v,l,True,3
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,False,0
p,b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,w,t,p,r,v,m,False,0
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d,False,0
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,g,False,1
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,False,0
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,g,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,g,False,1
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,v,d,False,0
p,x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,v,p,False,1
e,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,False,0
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,g,False,1
e,f,f,n,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,v,d,False,0
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,p,False,1
p,x,y,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,v,p,False,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,y,d,False,0
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,y,p,False,1
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d,False,0
p,x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,False,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,v,d,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,v,d,False,1
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,k,s,d,False,4
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,v,d,False,0
p,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,g,False,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,d,False,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,False,1
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,False,0
p,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,y,d,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,d,False,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d,False,0
e,f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,v,d,False,0
p,f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,w,o,p,h,v,u,False,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,p,False,1
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,p,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,p,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,w,o,l,h,v,d,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,p,False,1
e,f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d,False,0
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,g,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,g,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,p,False,1
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,v,d,False,0
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,v,d,False,0
e,f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,y,d,False,0
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,g,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,False,1
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d,False,0
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,y,g,False,1
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,False,0
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,d,False,1
e,f,f,c,f,n,f,w,n,w,e,b,f,f,w,n,w,o,e,w,v,l,False,3
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,g,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,False,1
p,x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,w,o,p,h,s,u,False,4
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,g,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,p,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,d,False,1
e,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,False,0
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,p,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,p,False,1
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,y,d,False,0
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,d,False,1
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,y,d,False,1
e,f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,False,0
p,x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,g,False,1
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,False,1
e,f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,n,y,d,False,0
e,f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,False,0
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,p,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,g,False,1
p,f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,w,o,p,h,s,u,False,4
e,f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,y,d,False,0
p,x,y,n,f,y,f,c,n,b,t,b,k,k,p,p,w,o,e,w,v,d,True,3
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d,False,5
p,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,k,v,d,False,4
p,x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,w,o,p,n,v,d,False,4
p,x,y,n,f,y,f,c,n,b,t,b,s,k,p,w,w,o,e,w,v,l,True,3
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,p,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,g,False,1
p,x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,w,o,p,h,s,u,False,4
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,d,False,1
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,p,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,False,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,w,o,l,h,y,d,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,g,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,g,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,w,o,l,h,y,g,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,y,g,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,v,g,False,1
p,f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,w,o,p,h,v,u,False,0
p,x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,g,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,g,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,w,o,l,h,y,d,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,y,d,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,d,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,p,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,p,False,1
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,False,0
p,f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,d,False,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,p,False,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,y,d,False,1
p,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,p,False,1
p,f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,w,o,p,h,s,u,False,4
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,w,o,l,h,v,d,False,1
p,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,w,o,l,h,y,d,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,v,d,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,v,p,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,w,o,l,h,v,g,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,d,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,v,d,False,1
p,x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,w,o,p,h,s,g,False,4
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,w,o,l,h,y,g,False,1
p,x,s,b,t,f,f,c,b,p,t,b,f,s,w,w,w,o,p,h,s,g,False,4
p,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,d,False,1
p,x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,w,o,l,h,y,g,False,1
p,x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,g,False,1
p,x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,v,g,False,1
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d,False,0
p,f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,y,p,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,v,g,False,1
p,f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,v,p,False,1
p,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,y,d,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,w,o,l,h,v,p,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,g,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,w,o,l,h,y,p,False,1
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,k,s,d,False,4
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,d,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,w,o,l,h,y,g,False,1
p,f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,g,False,1
p,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,w,o,l,h,v,g,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,g,False,1
p,x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,p,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,w,o,l,h,y,d,False,1
p,x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,w,o,l,h,v,d,False,1
p,f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,w,o,l,h,y,p,False,1
p,f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,w,o,l,h,v,d,False,1
p,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,w,o,l,h,y,p,False,1
e,k,y,n,f,n,f,w,n,w,e,b,f,f,w,n,w,o,e,w,v,l,False,3
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,w,o,l,h,y,p,False,1
p,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,w,o,l,h,y,g,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,y,g,False,1
p,x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,w,o,l,h,v,d,False,1
p,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,h,y,p,False,1
p,f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,w,o,l,h,v,g,False,1
